artist_id,artist_name,artist_image_url,genre,monthly_listeners_2024-10-19,monthly_listeners_2024-10-20,monthly_listeners_2024-10-21
1556385,HENSY,https://avatars.yandex.net/get-music-content/4785246/366aa85f.p.1556385/200x200,"['русская поп-музыка', 'русский рок']",,,1556478
5295433,ЕГОР НАТС,https://avatars.yandex.net/get-music-content/4399834/660a18a2.p.5295433/200x200,['русский рэп'],,,524881
6504263,10AGE,https://avatars.yandex.net/get-music-content/9737237/25882aa3.p.6504263/200x200,"['русская поп-музыка', 'русский рэп']",,,2278313
4944386,Mary Gu,https://avatars.yandex.net/get-music-content/10139807/76903ea3.p.4944386/200x200,['русская поп-музыка'],,,3944585
7596612,Rakhim,https://avatars.yandex.net/get-music-content/8096180/08ff7a81.p.7596612/200x200,"['русская поп-музыка', 'русский рэп']",,,2622748
4462686,Yanix,https://avatars.yandex.net/get-music-content/119639/0b8e7262.p.4462686/200x200,['русский рэп'],,,2556853
8650302,Kambulat,https://avatars.yandex.net/get-music-content/10099790/ae778faa.p.8650302/200x200,"['русская поп-музыка', 'русский рэп']",,,1913996
6312364,MAYOT,https://avatars.yandex.net/get-music-content/10918712/cccc646c.p.6312364/200x200,['русский рэп'],,,3007000
952536,Thomas Mraz,https://avatars.yandex.net/get-music-content/10210263/a58d2f4d.p.952536/200x200,['русский рэп'],,,1684743
190602,5sta Family,https://avatars.yandex.net/get-music-content/9784575/8001c8f2.p.190602/200x200,['русская поп-музыка'],,,6474361
5451801,Драгни,https://avatars.yandex.net/get-music-content/4477012/e6205800.p.5451801/200x200,"['русская поп-музыка', 'русский рок']",,,963217
6125147,Тима Белорусских,https://avatars.yandex.net/get-music-content/5413882/cec84cdc.p.6125147/200x200,['русская поп-музыка'],,,2297212
7532997,ELLA,https://avatars.yandex.net/get-music-content/2808981/fded8bbd.p.7532997/200x200,['русская поп-музыка'],,,1107495
233939,Zvonkiy,https://avatars.yandex.net/get-music-content/10126140/f4390a44.p.233939/200x200,['русская поп-музыка'],,,2339703
5608856,MATRANG,https://avatars.yandex.net/get-music-content/2442093/57c64fe4.p.5608856/200x200,['русский рэп'],,,2704336
4709442,Эрика Лундмоен,https://avatars.yandex.net/get-music-content/6058982/fbf9563d.p.4709442/200x200,['русская поп-музыка'],,,1276586
3447668,Burito,https://avatars.yandex.net/get-music-content/163479/41d00408.p.3447668/200x200,['русская поп-музыка'],,,3087207
4994784,МАЛЬБЭК,https://avatars.yandex.net/get-music-content/9868087/b294486d.p.4994784/200x200,"['русская поп-музыка', 'русский рэп']",,,1684177
4017435,MARUV,https://avatars.yandex.net/get-music-content/5234929/109bc497.p.4017435/200x200,['русская поп-музыка'],,,1118303
155946,DJ SMASH,https://avatars.yandex.net/get-music-content/139444/a92442c4.p.155946/200x200,['русская поп-музыка'],,,3941742
588511,Рем Дигга,https://avatars.yandex.net/get-music-content/117546/1c226841.p.588511/200x200,['русский рэп'],,,4573779
7320578,AMCHI,https://avatars.yandex.net/get-music-content/6058982/059d96a7.p.7320578/200x200,['русская поп-музыка'],,,1255633
160531,Линда,https://avatars.yandex.net/get-music-content/192707/100f1f62.p.160531/200x200,['местная инди-музыка'],,,1113860
41145,Вячеслав Бутусов,https://avatars.yandex.net/get-music-content/5234929/cbe7dded.p.41145/200x200,['русский рок'],,,1602014
41051,Смысловые Галлюцинации,https://avatars.yandex.net/get-music-content/32236/e7436836.p.41051/200x200,['русский рок'],1989785.0,,1986354
41050,Танцы Минус,https://avatars.yandex.net/get-music-content/4076749/a9563d28.p.41050/200x200,['русский рок'],,,2233584
41134,Агата Кристи,https://avatars.yandex.net/get-music-content/49707/e7ecb07d.p.41134/200x200,['русский рок'],,,2941780
218274,Русский Размер,https://avatars.yandex.net/get-music-content/2427101/bdb784d8.a.11990005-1/200x200,['русская поп-музыка'],,,1009781
41213,7Б,https://avatars.yandex.net/get-music-content/38044/114a2071.p.41213/200x200,['русский рок'],,,1839623
41055,ЧайФ,https://avatars.yandex.net/get-music-content/175191/58a46144.p.41055/200x200,['русский рок'],,,1219146
188974,Браво,https://avatars.yandex.net/get-music-content/41288/5ff67932.p.188974/200x200,['русский рок'],,,1695952
41138,Nautilus Pompilius,https://avatars.yandex.net/get-music-content/119639/13a885c8.p.41138/200x200,['русский рок'],,,2831182
2905482,Чиж & Co,https://avatars.yandex.net/get-music-content/192707/81cd8df2.p.2905482/200x200,['русский рок'],,,1394225
41092,Найк Борзов,https://avatars.yandex.net/get-music-content/114728/f31fa585.p.41092/200x200,['русский рок'],,,852522
218067,Чичерина,https://avatars.yandex.net/get-music-content/2810397/831afd3c.p.218067/200x200,['русский рок'],,,1239885
41220,Гости из будущего,https://avatars.yandex.net/get-music-content/63210/0a1845e4.p.41220/200x200,['русская поп-музыка'],,,1653752
1431923,Жуки,https://avatars.yandex.net/get-music-content/103235/ea05e82c.p.1431923/200x200,['русский рок'],,,1665032
41120,СерьГа,https://avatars.yandex.net/get-music-content/33216/72ab0731.p.41120/200x200,['русский рок'],,,1029068
218073,Пикник,https://avatars.yandex.net/get-music-content/143117/3020833b.p.218073/200x200,['русский рок'],,,1501419
170659,Технология,https://avatars.yandex.net/get-music-content/119639/79c0c6b9.p.170659/200x200,['русская поп-музыка'],,,393566
218333,Николай Носков,https://avatars.yandex.net/get-music-content/5718717/51bbbc9a.p.218333/200x200,['русский рок'],,,891214
79770,BrainStorm,https://avatars.yandex.net/get-music-content/117546/3ab51013.p.79770/200x200,['русский рок'],1285083.0,,1285871
358612,ДДТ,https://avatars.yandex.net/get-music-content/5413882/66b91a87.p.358612/200x200,['русский рок'],,,2835926
170650,Крематорий,https://avatars.yandex.net/get-music-content/3316841/52d0ef13.p.170650/200x200,['русский рок'],,,606252
218071,Ночные Снайперы,https://avatars.yandex.net/get-music-content/7548376/4f1a2615.p.218071/200x200,['русский рок'],,,2171720
218237,Демо,https://avatars.yandex.net/get-music-content/10103188/f10c1fdc.p.218237/200x200,['русская поп-музыка'],,,1292575
677775,Александр Иванов,https://avatars.yandex.net/get-music-content/28589/07f58750.a.1174992-1/200x200,['русский рок'],,,1367109
188971,Жанна Агузарова,https://avatars.yandex.net/get-music-content/63210/4d0ffaaf.p.188971/200x200,['русский рок'],,,253068
3153244,Инкогнито,https://avatars.yandex.net/get-music-content/9867886/79483799.p.3153244/200x200,['местная инди-музыка'],,,810232
1435011,Константин Никольский,https://avatars.yandex.net/get-music-content/41288/4561dd02.p.1435011/200x200,['русский рок'],,,588401
41083,Ю-Питер,https://avatars.yandex.net/get-music-content/28589/0f417619.a.137273-1/200x200,['русский рок'],,,421719
41154,Кукрыниксы,https://avatars.yandex.net/get-music-content/2357076/1e9f735a.p.41154/200x200,['русский рок'],,,1427533
789480,Total,https://avatars.yandex.net/get-music-content/6201394/20173489.p.789480/200x200,['русский рок'],,,837821
41114,Би-2,https://avatars.yandex.net/get-music-content/6058982/2c2bc4ee.p.41114/200x200,['русский рок'],,,4343242
412759,Владимир Кузьмин,https://avatars.yandex.net/get-music-content/41288/57502755.p.412759/200x200,['русская эстрада'],,,1030589
41113,Hi-Fi,https://avatars.yandex.net/get-music-content/99892/1b4c4725.p.41113/200x200,['русская поп-музыка'],,,2431145
168852,Сергей Шнуров,https://avatars.yandex.net/get-music-content/98892/4f07ea96.p.168852/200x200,['русский рок'],,,2025417
41140,Алёна Свиридова,https://avatars.yandex.net/get-music-content/28589/56e4dc70.p.41140/200x200,['русская эстрада'],,,718021
165099,Пропаганда,https://avatars.yandex.net/get-music-content/2427101/3b9fc11c.p.165099/200x200,['русская поп-музыка'],,,1645532
5907689,Максим Свобода,https://avatars.yandex.net/get-music-content/5503671/a55d545f.p.5907689/200x200,['русская поп-музыка'],,,735283
1793305,Rozhden,https://avatars.yandex.net/get-music-content/2359742/fbdfd4cb.p.1793305/200x200,['русская поп-музыка'],1111682.0,,1115514
432914,Atlantida Project,https://avatars.yandex.net/get-music-content/142001/0593a1e5.a.3993652-1/200x200,['русский рок'],,,341920
587013,АукцЫон,https://avatars.yandex.net/get-music-content/49876/16a58754.p.587013/200x200,['русский рок'],,,854933
4873936,Мёртвые Дельфины,https://avatars.yandex.net/get-music-content/5413909/692202cd.p.4873936/200x200,['русский рок'],,,387601
5495146,Алекша Нович,https://avatars.yandex.net/get-music-content/143117/38ce5a4e.p.5495146/200x200,['местная инди-музыка'],,,365907
41170,Самое Большое Простое Число,https://avatars.yandex.net/get-music-content/3318009/f9679583.p.41170/200x200,['местная инди-музыка'],,,253205
2669368,VLNY,https://avatars.yandex.net/get-music-content/4747389/9a09a87f.p.2669368/200x200,['местная инди-музыка'],,,219594
3808906,Антоха МС,https://avatars.yandex.net/get-music-content/5853241/82b03f64.p.3808906/200x200,['местная инди-музыка'],,,1214573
3836355,Shortparis,https://avatars.yandex.net/get-music-content/2397565/0ee820d0.p.3836355/200x200,['местная инди-музыка'],,,86400
3277864,Manizha,https://avatars.yandex.net/get-music-content/42108/c1741b1a.p.3277864/200x200,['русская поп-музыка'],,,432250
6305508,БАЗАР,https://avatars.yandex.net/get-music-content/5314916/8243b851.p.6305508/200x200,"['местная инди-музыка', 'русский рэп', 'русская поп-музыка']",,,398141
3105057,Zero People,https://avatars.yandex.net/get-music-content/175191/53a10597.p.3105057/200x200,['русский рок'],,,103321
6499264,Beautiful Boys,https://avatars.yandex.net/get-music-content/9838169/be2e0761.p.6499264/200x200,"['русская поп-музыка', 'местная инди-музыка']",,,438926
6310447,тима ищет свет,https://avatars.yandex.net/get-music-content/10918712/ca4c75d9.p.6310447/200x200,['местная инди-музыка'],,,238050
5538961,ЯАVЬ,https://avatars.yandex.net/get-music-content/2373979/b7d654b2.p.5538961/200x200,['русская поп-музыка'],,,939356
9364221,Диктофон,https://avatars.yandex.net/get-music-content/6300975/94dcdc8b.p.9364221/200x200,"['местная инди-музыка', 'русский рок']",,,216250
19338960,Mada,https://avatars.yandex.net/get-music-content/9838169/2e6d3ef7.p.19338960/200x200,['местная инди-музыка'],,,505010
13260416,KENTUKKI,https://avatars.yandex.net/get-music-content/8871869/f72a90b5.p.13260416/200x200,"['местная инди-музыка', 'русский рэп']",,,754171
10983287,"забей, лерочка",https://avatars.yandex.net/get-music-content/10874616/c32781ec.p.10983287/200x200,"['местная инди-музыка', 'русский рок']",,,526119
7823707,ЛЮТИК,https://avatars.yandex.net/get-music-content/8096180/4e07bcfe.p.7823707/200x200,['местная инди-музыка'],,,65135
8069079,Руслан Утюг,https://avatars.yandex.net/get-music-content/5718717/c5d766eb.p.8069079/200x200,"['русская поп-музыка', 'русский рэп']",,,257028
9640922,Sizor,https://avatars.yandex.net/get-music-content/5678677/587ebb34.p.9640922/200x200,['местная инди-музыка'],,,255661
6150311,хмыров,https://avatars.yandex.net/get-music-content/5503671/287c97b7.p.6150311/200x200,['русский рэп'],,,194332
