artist_id,similar_artists_id
6279886,"['5870597', '6472627', '5153149', '7125590', '12725319', '7114747', '10418338', '5684607', '10498171', '17602316', '9596227', '7669844', '6027151', '6506795', '4504966', '7579873', '643575', '5858625', '3206174', '8296269', '13556108', '10250232', '4747341', '7232935', '418411', '5886574', '10057681', '6486064', '5847828', '74465', '3111751', '3614024', '8964217', '9469684', '5319420', '5384148', '5309602', '421250', '5228874', '4779795', '9232181', '41041', '418409', '6970655', '11405211', '5994765', '4990470', '5342152', '7919451']"
7056945,"['711048', '11160864', '2326802', '3378490', '8330636', '4590271', '6805506', '2034746', '4156597', '5538961', '9006017', '5709169', '7244923', '310468', '5765654', '5262098', '11190811', '3136458', '1372746', '4759929', '10299530', '433033', '9210029', '5660205', '1582314', '41077', '1431577', '218782', '3157453', '1578590', '15498481', '2978445', '8217142', '3153089', '8428447', '1018877', '9053935', '17045423', '3671827', '3277864', '9118323', '6774677', '1075447', '4764372', '2661088', '6996012', '10792459', '1617749', '4709442']"
6551369,"['4598396', '3672542', '6689738', '6029366', '3266808', '3729258', '19359664', '5086775', '5395701', '1431663', '20284289', '4417332', '3607359', '103756', '18605500', '19961282', '8726110', '6810551', '4311287', '7097275', '1026294', '2948530', '10755471', '78576', '606935', '16338791', '127539', '8518937', '3983830', '5915342', '283331', '4900521', '1501895', '5636329', '4382800', '8747103', '71314', '1151652', '6329489', '414281', '3932612', '6334045', '8336786', '674082', '7194430', '6445874', '3843700', '3290922', '5131580']"
6959904,"['10276892', '6871006', '11210602', '8000950', '9885151', '8000949', '8067563', '9564973', '5437814', '7586516', '5180080', '1406665', '9028048', '1126582', '2816946', '10042096', '13618920', '9411900', '11430308', '13532539', '6520100', '9906381', '8808813', '16955091', '6905768', '9778335', '10110367', '6386232', '9044232', '9237151', '10201834', '11222903', '8615083', '6610422', '6325843', '8916272', '10277009', '822261', '13682041', '9575193', '3876186', '4247128', '10433737', '5409281', '9900807', '6386657']"
3193162,"['8244437', '5765356', '6448997', '12401383', '5788998', '11782834', '11517108', '4910698', '17464512', '8819218', '13766633', '10070794', '5942251', '5900227', '8212315', '20314782', '10776572', '17326858', '10042096', '5232836', '7770357', '10207071', '4189171', '5612561', '6025823', '16097398', '9278382', '10433737', '6267014', '6946719', '8652310', '15952521', '16055972', '11950279', '8175867', '16621843', '4853768', '9411900', '9320213', '8218285', '5941299', '7908250', '573789', '4560953', '9371368', '9708866', '9643306', '5766980']"
3300741,"['4792956', '432669', '2643983', '2392189', '676634', '6310984', '264301', '6299353', '4073286', '6422816', '1430386', '5666118', '3976682', '5951378', '5756700', '3574293', '8555640', '3928537', '7618992', '2751847', '756987', '454026', '6227191', '8952550', '2855649', '4010526', '4737888', '5624195', '5900006', '6591632', '5687535', '452219', '622784', '552871', '4313150', '7956090', '2973431', '8242803', '2686299', '6467012', '6816513', '8306545', '7967035', '9204165', '4971670', '294789', '10341090', '3682777', '6887383']"
7673257,"['17450718', '20697296', '21540349', '16690892', '8655117', '8122107', '12225149', '16820547', '20123535', '5721508', '7624000', '4615983', '18073347', '12918455', '15993403', '688871', '8110120', '8452380', '15863837', '17394750', '8927489', '20901226', '9816574', '4557961', '9312719', '13528559', '16132180', '6103470', '2150519', '18577152', '10978059', '5023941', '11235753', '10288121', '10348258', '21171186', '10371518', '7770318', '12928851', '3045946', '17432805', '10656599', '8158519', '7217921', '20963254', '9591431', '18750506', '16018642', '12898531']"
8077814,"['7453847', '10747728', '11490496', '5871515', '6603271', '7407804', '5441634', '16045253', '16549868', '17636196', '5715217', '6285081', '6012070', '4608324', '355992', '5091396', '6485715', '10778671', '7126133', '7105576', '14460786', '11972630', '5951378', '8644860', '3772102', '8435038', '7439644', '8420850', '5292993', '2978445', '8652310', '218354', '6612131', '6108631', '12645259', '6025823', '9785390', '4669403', '6807741', '5922090', '8282917', '9171016', '10792459', '7821490', '5758147', '1186382', '8015409', '9465069', '5376805']"
17491861,"['9763113', '9030995', '7580034', '15770790', '19393462', '10065837', '13976543', '5612561', '10776572', '4576384', '5836608', '16933146', '6266590', '1094657', '8175867', '5118992', '9147308', '18197485', '16984531', '16877466', '16945097', '294699', '7713591', '11079547', '7749498', '9788327', '15952521', '8741254', '6191797', '7314021', '7691631', '5023214', '6248845', '4737852', '6300305', '5872487', '8732613', '8764118', '9186682', '16621843', '13769305', '19303800', '19413068', '7223481', '8000517', '8216088', '4172664', '12798872', '15264046']"
7380282,"['13542328', '8000517', '13623405', '11212261', '17222052', '11079547', '9549484', '18720872', '18651109', '8554779', '4441476', '43663', '11124795', '16690543', '4499319', '8784872', '18851086', '3823926', '12210206', '294699', '16998614', '9912467', '9376099', '7295942', '8548066', '10438705', '5023214', '11570802', '10941745', '11814923', '4516820', '6061741', '8216088', '19117243', '9822172', '16933146', '8175867', '7498513', '13116129', '16877466', '10240191', '5459453', '19303800', '10852754', '12176745', '12401383', '5856688', '5612561', '792502']"
10930358,"['12358822', '10536625', '17083672', '21015701', '19645032', '7253952', '9944042', '16715184', '4507943', '10859272', '20912109', '6362051', '18847289', '19338147', '8291036', '753022', '3803471', '19000818', '10880534', '21072884', '8309873', '10161531', '4827657', '17468636', '17457238', '4168577', '5870937', '18802711', '422629', '8670126', '9489378', '12477724', '8000269', '13338033', '12370848', '2612823', '949459', '21740555', '3474446', '462279', '13916331', '16295287', '10821149', '11214434', '20944054']"
8939213,"['8244967', '17570605', '9148373', '10614622', '13641344', '10844456', '19464565', '17692505', '18601781', '10282594', '18688313', '10635435', '12855016', '16677549', '4473921', '11175741', '2982447', '10921958', '9907638', '12256468', '11440688', '18660486', '8523724', '8542814', '10110367', '15732375', '16792981', '16781025', '12416914', '19226234', '6697891', '8077835', '18056966', '7453048', '864243', '665440', '18725092', '15499563', '13022187', '15693010', '6334065', '13802534', '18847719', '9513630', '16378849', '6871006', '7659999', '20148487', '11732666']"
12495648,"['11607466', '5801727', '18939860', '13941684', '18727261', '9635219', '7342883', '12231251', '6558732', '16329632', '6963545', '6726384', '9832504', '10635435', '7465948', '7812653', '6471789', '656583', '11075306', '13074035', '16378849', '17590207', '11086748', '18601781', '10656962', '10758552', '13194192', '12656777', '12256468', '6015409', '9354632', '6767735', '10768455', '12590781', '15774793', '7143486', '17706459', '12658661', '8366855', '10818007', '11401201', '9519687', '11317720', '7625508', '87580', '12982994', '9903853', '4958448', '12912608']"
19041442,"['8356673', '9920838', '17237941', '1132197', '19610970', '16698452', '8533410', '21487064', '10916110', '12898531', '9267468', '15462083', '16944786', '9588947', '10046463', '7230106', '5139833', '13113245', '10087806', '7346881', '17511624', '16295160', '8813510', '16564970', '7871431', '17991428', '20648612', '16698451', '8546110', '21463785', '16510091', '7726722', '17185152', '17082499', '7044625', '9506383', '8223669', '8898455', '7168477', '8804171', '15980011', '19220360', '7486347', '20085135', '17140821', '11584280', '15434018', '12210206', '21004800']"
7971917,"['17536081', '11084836', '13954916', '12594191', '9525651', '409462', '19280170', '21175066', '6835391', '7728723', '10702341', '11555926', '8838453', '6091604', '7588106', '16255887', '9320910', '9237151', '972094', '15445598', '8848557', '9066474', '9570697', '8297269', '3571107', '10981379', '13532539', '7613671', '13556206', '3216182', '1011709', '9147279', '16030762', '1509066', '13126098', '689340', '15634312', '7401868', '17131019', '7607795', '13618920', '20298577', '9968811', '19316340', '13679724']"
10747728,"['13543765', '9171016', '8077814', '10452617', '12645259', '7168640', '8652310', '11490496', '6448997', '3772102', '9465069', '8420850', '7770357', '2978445', '7453847', '5232836', '5169289', '9447197', '5163916', '218354', '6285081', '16045253', '5871515', '4608324', '9479819', '19291333', '6807741', '8266789', '16549868', '6881583', '5779358', '7233511', '14460786', '6307828', '3146056', '307368', '17636196', '5922090', '6012070', '5394963', '4189171', '17301783', '10778671', '7427910', '5441634', '7126133', '4546995', '16097398', '13473810']"
10000624,"['4120246', '7044543', '3410997', '5660962', '346865', '7862216', '5405806', '17064999', '6854670', '4539104', '19413068', '336302', '5485113', '5675015', '5740435', '10077645', '5746191', '5118992', '1094657', '10172835', '5671125', '18861183', '7017737', '8747249', '477302', '16856221', '677738', '3084812', '7749498', '13293966', '4551255', '5997020', '4827453', '781476', '5683856', '4181655', '6047812', '2190095', '7314021', '2932390', '5234223', '7297562', '9811062', '7691631', '4827450', '10065837', '6013779', '4293427', '5702777']"
21764793,"['17273984', '7749654', '896141', '8015572', '7426800', '18140916', '10371349', '17697054', '17140821', '5851643', '4471763', '17247245', '8122626', '5647676', '6422808', '792502', '9329456', '18851086', '3209786', '9506781', '18581934', '7080316', '16023776', '5856688', '16137022', '12875788', '12919556', '17289248', '11857412', '7421551', '19195796', '16419764', '2054639', '21055471', '5506553', '15936812', '9481177', '21434077', '19616648', '9869435', '10106777', '16891785', '312521', '14065490', '7510933', '15861435', '8372944', '21004800', '8528663']"
11584280,"['7044625', '4926956', '7006147', '11189045', '16522623', '6245950', '6088544', '9193543', '15771040', '3099750', '6843056', '9155856', '7824135', '9506383', '15510582', '9558236', '9034409', '15264904', '10916110', '11257697', '8643205', '1374106', '690460', '10691957', '7486347', '11337173', '5887270', '5246081', '7044272', '1241206', '12508965', '9276489', '11000538', '3379269', '5692889', '13113245', '8638443', '10768678', '298080', '3107206', '11816706', '16039107', '12070459', '11182151', '7711099', '2154216']"
64267,"['587015', '90903', '4012591', '167039', '3054279', '899502', '15520884', '41143', '167085', '3821347', '3366580', '167274', '155915', '161847', '430993', '156446', '158057', '168995', '158058', '10029101', '64248', '1793305', '3277864', '3380855', '158457', '167037', '3193502', '167230', '168638', '7770605', '158993', '691572', '167053', '41079', '41222', '722467', '422267', '413048', '41066', '424985', '622784', '7716104', '717321', '234192', '41147', '167214', '21175', '3398991']"
16972955,"['8216088', '5023214', '8248700', '17787798', '8468631', '2940737', '5383557', '9376099', '16095838', '7494811', '16984531', '11079547', '8198721', '15264046', '8248732', '10837896', '16469921', '9322543', '6146345', '5548519', '12999941', '7284480', '5872487', '11446377', '17841426', '9729032', '373059', '322914', '16080203', '1528752', '9931403', '7498513', '9549484', '17870985', '3665868', '9907274', '12307858', '9858355', '9204593', '16698843', '5856642', '15936812', '3657216', '8484362', '5728706', '3868987', '9822172', '16690543', '11126359']"
1070836,"['5775243', '303542', '6293956', '4517954', '15741780', '16984531', '3294996', '1638339', '663543', '980351', '11079547', '3159738', '16972955', '4957200', '11747260', '8763951', '10837896', '2618221', '3050748', '15205033', '3101812', '20056785', '167267', '19303800', '9680666', '18964107', '4606435', '16252145', '1528752', '9322543', '10749563', '9822172', '6574414', '10376749', '10276314', '16877466', '11446377', '17594341', '17787798', '6177995', '18598576', '13705330', '213246', '21255727', '5023214', '118852', '10376525', '8216088', '3301221']"
3441773,"['17309296', '10026908', '13953953', '17699881', '8156721', '9952342', '5760935', '8325332', '3702049', '41142', '8421951', '16892132', '11828080', '16544256', '5068962', '13113503', '7420268', '10967680', '19207632', '6756027', '16646017', '7118958', '8490209', '12658638', '17564547', '18959739', '7824626', '10383169', '19103266', '18896639', '3733163', '6988983', '18520312', '707959', '17489174', '16622713', '12991797', '6237711', '9867419', '16997783', '3232346', '12899635', '19168659', '7084667', '5305305', '16719821', '6126245', '3858431', '4816637']"
8125329,"['6181878', '7298502', '7297562', '8910805', '5393281', '7385722', '13475430', '1014641', '11047520', '5561482', '8854904', '42483', '4766417', '4464725', '9593653', '218295', '17689117', '4464726', '10184051', '418425', '7956090', '8242803', '11931461', '18925524', '3227201', '6281430', '42522', '6300305', '7051271', '5384148', '7489922', '768126', '9795237', '6383374', '6132721', '2724566', '9151119', '13639868', '156416', '9445658', '4073286', '5473036', '7253952', '10349811', '6020907', '10000624', '5942201', '7749498', '737062']"
7072757,"['10848257', '6222019', '7458722', '8015409', '6179198', '9006017', '5599442', '8189731', '7427910', '7532997', '1372259', '3706671', '5349983', '5652191', '11161384', '7723814', '7423616', '2686162', '7439644', '6139384', '4709442', '5546028', '6305508', '6753742', '2701786', '9323583', '10792459', '5538961', '8198857', '15520884', '3277864', '9376188', '6956505', '6125317', '2428208', '5097198', '3435922', '4110067', '5907702', '1556385', '8812067', '9727169', '7320578', '4652617', '6033906', '4994784', '2626984', '18683011', '5271861']"
10257411,"['21818104', '11563189', '17788375', '9078873', '6025823', '10070794', '13258956', '17964277', '11435290', '10303293', '13558055', '8751003', '8550141', '6291956', '20901161', '5966749', '11899490', '8218285', '6789333', '10223869', '16875908', '19461375', '14065490', '19539522', '19616643', '12764807', '10778671', '12401383', '17272986', '6286705', '7168640', '5914', '11732301', '19303781', '16977961', '18732087', '5938828', '11677186', '16045253', '16237583', '9557114', '10044596', '13337848', '13603470', '15502404', '4638220', '10676183', '7353884', '9420754']"
7770357,"['5232836', '6807741', '8652310', '13766633', '9171016', '5612561', '9643306', '16621843', '8554779', '5788998', '292175', '6025823', '7168640', '10747728', '3193162', '6448997', '5163916', '13543765', '12401383', '11517108', '10778671', '10776572', '7945557', '617068', '10264274', '6267014', '16977961', '4608324', '5765356', '19303781', '7430743', '9278382', '15952521', '10257411', '4597662', '4021843', '8175867', '7233511', '19365834', '3031129', '16080203', '16877466', '11732301', '4910698', '1463892', '8819218', '7791114', '9039954', '10438705']"
4517952,"['4582938', '5213309', '5243819', '7459902', '4779031', '6977866', '9077676', '5295692', '6594155', '5937109', '11591658', '8835919', '7710705', '17248584', '6167841', '3374893', '8924943', '12339737', '3378490', '7153676', '18485817', '4794633', '338853', '17015812', '12718864', '10159300', '6001448', '9583856', '5117765', '10930349', '11009313', '2812298', '8674094', '4200295', '10256709', '19278366', '9583857', '12504187', '7251587', '290559', '3827432', '6264973', '8090721', '5788604', '3248583', '1817535', '10481597', '12109351']"
19109461,"['19621981', '11601414', '19280170', '17388047', '15888458', '17414802', '7588106', '21710385', '5983173', '19351729', '19316340', '19877356', '6483547', '19127465', '12848258', '1509066', '19014017', '4804073', '16014714', '13003796', '11220979', '8746934', '19298403', '3191552', '10241238', '5766980', '6325843', '9237151', '21175066', '17534780', '8067563', '13061954', '17536081', '481580', '12227228', '5817708', '20298577', '7366790', '15481551', '4600626', '17559437', '2698497', '1324688', '5881549', '21017538', '679193', '11872902']"
16573824,"['6245947', '6809192', '8051023', '13520546', '10895631', '6793944', '4941650', '8774234', '6274259', '7669031', '13641344', '9195639', '17899544', '5663300', '19011662', '7861468', '8802066', '6275217', '10844456', '9080196', '10194351', '11038275', '16786069', '8345036', '8574251', '9530859', '484533', '7485298', '7707255', '13662996', '16565054', '5994092', '665440', '12028212', '17681832', '15773173', '12373674', '11110930', '8362267', '3976682', '3300047', '1355585', '5747663', '9848241', '8257172', '4572857', '8719725', '3414954', '5988158']"
6075859,"['7427910', '5429719', '19291333', '9651868', '10452617', '5271861', '15762269', '9883387', '9046290', '21105854', '7079273', '7458722', '15462271', '7034154', '16952295', '10201834', '3818081', '18064180', '3061781', '6801724', '6907498', '8189731', '11236916', '8090721', '6956505', '10983287', '9171016', '9044232', '2955100', '9431741', '13795287', '7313807', '3938875', '9763280', '4801196', '4950154', '8386592', '4077045', '8859076', '5779358', '8128501', '3375466', '8099006', '1191516', '6261169', '11050411', '11161384', '10866811', '12478189']"
13976543,"['9147308', '7284480', '15264046', '5612561', '22240897', '16933146', '15770790', '16984531', '18197485', '9729032', '8216088', '5675015', '7430743', '1463892', '5023214', '9788327', '10172835', '10077645', '17491861', '5383557', '7449157', '8000517', '16877466', '16972955', '11990189', '9651074', '294699', '9322543', '4281844', '7770605', '10916164', '41184', '4606435', '7077132', '9763113', '10065837', '6563770', '16945097', '5378449', '10376749', '1016988', '7580034', '9500296', '7498513', '11338471', '11079547', '9269940', '5118992', '19303800']"
4673290,"['3546622', '6453129', '11236934', '417339', '1114011', '19648496', '5903054', '7341500', '5937121', '5369215', '2573815', '16338791', '8326948', '10040636', '6380433', '16803187', '781476', '5650255', '6136231', '10622101', '7179051', '5337404', '422456', '1100833', '9581884', '8705661', '8199499', '359531', '740657', '7159744', '432926', '8296426', '7018570', '3828166', '6557477', '4334091', '5107400', '3877003', '26272', '3826934', '16602489', '593883', '8990778', '3697397', '17286440', '220982', '15798591', '9643306', '5234223']"
13840167,"['9549484', '9186682', '135676', '7792682', '10197089', '6298334', '19551188', '9506781', '9693026', '3300047', '1277111', '5457425', '8952057', '16504593', '17309211', '8802066', '10895631', '6248845', '8257172', '5351095', '1094657', '6061741', '15936812', '4674085', '10371349', '6563770', '4900497', '4944362', '5118992', '18574067', '11898602', '7749654', '5383557', '5631109', '16382028', '12508265', '7140769', '16933146', '19375168', '9376099', '7779447', '16273409', '8372944', '17765603', '16972955', '5960118', '16191046', '16573824', '4832234']"
5788581,"['553408', '260044', '4390670', '5055717', '5411406', '595719', '167098', '7320574', '19552490', '10334503', '167209', '3119666', '165130', '360306', '677716', '3502567', '899502', '1047375', '432669', '11990189', '4334542', '4779795', '1120245', '5774560', '5893792', '8841564', '218276', '4920781', '41038', '7385722', '7500051', '4841854', '42667', '11664190', '17198284', '6401313', '167136', '421015', '6125317', '41104', '8778417', '218291', '41221', '1046187', '3380855', '3047931', '9708948']"
9481177,"['4471763', '19616648', '12587574', '19373878', '896141', '18140916', '9329456', '4861620', '5506553', '11353675', '3906049', '1279389', '12919556', '11857412', '2186726', '12483822', '10424898', '7261376', '8015572', '22128063', '242914', '1114172', '16462864', '8546851', '11720353', '8546110', '21035189', '21495353', '18112929', '6126708', '10795423', '8898455', '17247245', '20935466', '18087841', '19680617', '3080646', '10447629', '13118125', '135126', '19195796', '8947518', '100174', '8819675', '16510091', '13917844', '3209786', '1629020', '19793156']"
10586824,"['8116752', '7631651', '17102258', '8245497', '9061916', '17785375', '5538985', '7098992', '5976302', '18727900', '15772609', '4657033', '11093268', '8683441', '16786069', '13193850', '8574251', '20791250', '19409764', '13359281', '8529316', '10777713', '5614108', '5475862', '13260416', '10276048', '13552919', '11257544', '10844456', '13381380', '5853593', '6793944', '9465069', '12069750', '7585453', '13347383', '17301783', '20263077', '16083621', '11229116', '17899544', '12978671', '6883881', '19011662', '11400607', '7025995', '18149640', '9094474', '7350228']"
8661039,"['737062', '564627', '5703365', '4073291', '6162557', '6038648', '7905307', '6184775', '15424454', '10976262', '6265717', '8666454', '12267394', '6443848', '16570768', '6466312', '5776220', '10942299', '6882728', '9549543', '10300315', '5228870', '8330277', '5752954', '16955832', '15526424', '6730880', '16579466', '4631795', '17735537', '6297174', '10175716', '5932057', '19680617', '2280876', '9534976', '11759041', '4827449', '7311648', '9244082', '11133904', '6012004', '3008390', '2190860', '10435298', '570672', '768750', '6406077', '20958633']"
17457238,"['8291036', '6002978', '7546942', '4832234', '10240191', '18574067', '5542235', '21570887', '13684802', '8902167', '11110930', '6817433', '11038275', '9962908', '9038260', '5940188', '7430743', '5809265', '6565508', '19410423', '20633659', '5060028', '5801695', '10895631', '1025784', '10312729', '10077645', '3380996', '8605295', '7982128', '2584834', '6298334', '6563770', '10171325', '8732634', '11109443', '12794220', '11716310', '11229116', '7967774', '13639868', '7639021', '7900779', '17471688', '13840167', '433976', '9184378', '7650122']"
681188,"['5907689', '5451801', '5907702', '1793305', '7309735', '5379284', '5538961', '2326802', '7320578', '9006017', '6179198', '10792459', '6305508', '3929555', '4709442', '7439644', '5890834', '2701786', '5295433', '5091396', '3866018', '10996869', '7407804', '6167730', '201638', '10894360', '452221', '5546028', '4994784', '5765654', '8406047', '9277113', '19015339', '5835590', '9341585', '158993', '2428208', '2734041', '1023815', '7796783', '952536', '9785390', '6012070', '6139384', '5599442', '3806577', '8198857', '4234826']"
5871515,"['8077814', '2978445', '3772102', '7407804', '6285081', '7453847', '5441634', '6917082', '10747728', '5091396', '16549868', '6603271', '4608324', '5922090', '16045253', '9786351', '6012070', '6499264', '10792459', '8420850', '9171016', '1023815', '5163916', '6108686', '5335468', '5422860', '6167730', '5451801', '6807741', '5907689', '8502323', '11490496', '17636196', '7107429', '5779358', '5292993', '8652310', '6302408', '6521971', '5495146', '2669368', '4669403', '708460', '7439644', '7770357', '5061792', '4451161', '13473810', '9006017']"
6753742,"['7723814', '9727169', '12268521', '8095900', '8650302', '6928538', '8812067', '6599738', '8809832', '6217024', '10848257', '8198857', '6222019', '9473346', '5313769', '6504263', '5040985', '7423616', '6914440', '6179198', '6826935', '12424722', '4562263', '17937962', '2938031', '8887635', '7309735', '8555768', '9172429', '5349983', '795224', '4439056', '17571252', '16514152', '6824678', '6424360', '3313381', '646127', '428038', '12542493', '9617142', '7914739', '3820898', '11878045', '9488269', '588511', '7251201', '4167163']"
16955091,"['10276892', '3747226', '6959904', '972094', '2816946', '8067563', '8919956', '2077874', '7588106', '6289697', '13416033', '6325843', '7186206', '10335273', '8752690', '8808813', '16255887', '21710385', '14037278', '8838453', '11073133', '14037279', '7682951', '10456716', '9237151', '9320910', '5180080', '5881549', '6483547', '8946669', '8746934', '275937', '865091', '1509066', '9564973', '4022971', '13618920', '9347793', '9904685', '6091604', '13539559', '9914355', '42651', '4600626', '11260468', '13126098', '9525651']"
355992,"['5091396', '6603271', '5715217', '8529316', '8644860', '7407804', '6012070', '11972630', '13215621', '8116752', '6156182', '8077814', '16565825', '7126133', '7683998', '6310978', '9465069', '7439644', '4163546', '16045253', '6223485', '5292191', '9479819', '10853589', '7427910', '7453847', '6147825', '5292993', '6108631', '5409266', '7105576', '2988527', '6015515', '7416263', '4600344', '3772102', '2978445', '5213307', '5369044', '8455865', '10747728', '5981108', '6485715', '6167730', '5441634', '8946891', '13347383', '168996', '5779358']"
140605,"['12287240', '6789333', '4947382', '15800917', '978544', '4864048', '4749984', '19301896', '4014525', '2915302', '9413422', '10051918', '8257530', '8530696', '6907398', '9675726', '19325935', '9178581', '905161', '5916935', '19899237', '7015785', '16739337', '10119343', '7118961', '9069502', '8665990', '19512361', '9078873', '16977961', '6688785', '10152311', '5460616', '13966449', '162547', '6061688', '9860608', '5932539', '15500829', '8629450', '12297471', '559489', '4600344', '18082140', '8100372', '5083314']"
19350246,"['11048175', '19899784', '16426123', '19010655', '21010424', '10112409', '18671244', '19862078', '21577680', '8950658', '19338960', '18836593', '16753129', '763042', '5656897', '825242', '12024157', '19672528', '4766688', '73008', '21318665', '18900187', '10885802', '20943260', '6905768', '278058', '10761618', '11085009', '172825', '16697404', '17547886', '20665264', '20838374', '21871668', '17668424', '8634297', '19672132', '3180245', '20776935', '17812920', '21860882', '2414173', '13597756', '21198251']"
5780809,"['5284542', '5666118', '6119595', '2686299', '4464750', '4764396', '5736663', '6473848', '5733065', '6504263', '6299353', '108441', '6625670', '5988158', '264301', '201638', '7228674', '5885296', '3386706', '7483807', '1923809', '7596612', '6841371', '7093828', '8812067', '9943208', '5937117', '5850853', '2932324', '5624195', '8809832', '774771', '15773173', '3185166', '6229247', '8595049', '353972', '3929555', '5687535', '6017165', '5608856', '3204498', '2429955', '373610', '3304163', '4179402', '5922596', '9164131']"
2626984,"['18769086', '5419703', '7024382', '5473036', '6236091', '7679098', '6688735', '4391642', '5228875', '9204165', '1652884', '5322138', '453546', '11765038', '3724288', '17377064', '7442424', '8528649', '6948516', '9164131', '13639868', '9412265', '3096217', '16014186', '4507095', '6422816', '4094893', '8306545', '1099205', '7126135', '156416', '5937117', '6179198', '4179402', '5561482', '5942201', '6591632', '5703974', '2988797', '4881637', '5736663', '201638', '8242803', '7423616', '6877909', '756987', '8485586', '5900006', '9266409']"
4359116,"['9890351', '6521971', '5815343', '19062778', '5871961', '6207325', '707574', '13286451', '17636196', '4687049', '12784945', '7957506', '7107429', '5335468', '12176745', '5490848', '7295942', '5893884', '6300253', '4499319', '3827432', '5614222', '4947382', '12210206', '7272817', '292175', '2564907', '11124795', '6227568', '5629917', '16150550', '5187872', '1389622', '5994116', '8804171', '16985817', '16698452', '7306684', '7321002', '8719148', '8520042', '18720872', '7116279', '1023815', '12504187', '7486015', '10913494', '4010470', '7140769']"
9269940,"['827829', '6503665', '1385491', '4910698', '8000517', '1463892', '5994116', '16984531', '4441476', '13976543', '10065837', '2943728', '7565031', '10172835', '7691631', '7498513', '8902167', '4516820', '8468558', '3047931', '980351', '4737852', '16802645', '20944464', '8216088', '3211703', '294699', '5675015', '16933146', '118852', '7284480', '5345825', '5023214', '4499319', '5405806', '4626070', '7957506', '18651109', '5612561', '4400488', '9651074', '5852448', '3398304', '19117243', '6807741', '7380282', '6565508', '7803519']"
18427446,"['10029101', '3193502', '11343335', '16549868', '6241466', '8418145', '4608324', '5653096', '5042521', '7862216', '5891285', '3398304', '6467012', '717321', '7107429', '1389622', '13769305', '13579554', '6108686', '10181860', '4010526', '9788327', '10059248', '7713591', '3799532', '9039954', '11872827', '2556283', '8300495', '3928537', '10894360', '8397072', '7840940', '7770605', '16430569', '7716104', '10678610', '7920316', '3042682', '5398050', '19402449', '5900006', '6132124', '5042522', '16462671', '5852448', '5703974', '8198857', '691572']"
8838453,"['13618920', '8067563', '9237151', '11260468', '9904685', '12005517', '13532539', '19316340', '9564973', '21175066', '17536081', '9252172', '6520054', '2816946', '12300673', '3127981', '9320910', '6325843', '17131019', '10276892', '10456716', '5983173', '8358740', '8964210', '10981379', '5766980', '19280170', '9117976', '8297269', '6483547', '12840945', '4892712', '7588106', '9947894', '19877356', '9575193', '8808813', '7971917', '12246169', '318345', '13821844', '13821843', '9914355', '3995465', '7301028', '11089390', '292861', '7657580']"
13983924,"['7769499', '7967035', '5753706', '6334008', '8012552', '6857954', '5937117', '12321145', '3682121', '453546', '10946236', '3733621', '8242803', '4565123', '8424125', '9530859', '9204165', '8194673', '5942870', '10341090', '9731637', '4319905', '6591632', '8326618', '8555640', '1099205', '10194351', '8363831', '7024382', '8363830', '9266409', '9164131', '42522', '18769086', '1555742', '3227201', '5615468', '13475430', '9461800', '1375734', '7613898', '5876137', '108441', '7956090', '1068716', '9663645', '1898889', '11525673', '8719725']"
6285081,"['5163916', '8217142', '2978445', '16045253', '6917082', '10803166', '17636196', '6315141', '6221226', '5441634', '5871515', '5335468', '10747728', '8077814', '5292993', '22039114', '4600344', '8652310', '10011889', '3796039', '10206591', '6108631', '7932383', '6274483', '4156597', '2155359', '7453847', '11190811', '5169289', '6807741', '6012070', '5801695', '6204029', '17009814', '4231605', '10192036', '1617749', '9171016', '7168640', '7770357', '9118323', '9786351', '3140590', '3772102', '8350528', '6098375', '16549868', '3153089', '218354']"
165125,"['156416', '7955897', '7489922', '7205974', '677799', '9412265', '5242578', '2988797', '4078897', '42660', '167539', '12504076', '5989542', '218274', '218251', '1431923', '3805596', '4266911', '156419', '9898763', '165099', '41117', '218237', '2962264', '5942201', '455701', '9661420', '41071', '188959', '586967', '6380433', '42539', '1158148', '9055708', '7024382', '218319', '1466517', '432901', '244495', '5129628', '3761514', '2453205', '4741207', '1020197', '5644523', '2960145', '5337404', '159022', '2704289']"
218235,"['167262', '233571', '41066', '3398991', '167077', '353973', '165115', '1337489', '167037', '413027', '2960132', '167130', '1109287', '6456243', '3827928', '81894', '953538', '3729203', '3096404', '4370032', '4432147', '647926', '568626', '1577255', '218272', '42594', '4632736', '167052', '587138', '1542180', '762011', '1040562', '3199048', '41194', '717321', '1463839', '42562', '111980', '2942572', '422267', '448760', '1724458', '1130354', '156426', '456897', '1075444', '1726393', '1617735', '3653168']"
117333,"['2940026', '11664190', '3966227', '448760', '167242', '587137', '41216', '156426', '9796701', '41104', '5928509', '5546940', '10602536', '3758174', '161950', '169645', '4922415', '167130', '2632286', '15388736', '42513', '2942552', '6967078', '3271697', '455392', '8752994', '5329019', '10117048', '97635', '6020859', '41038', '3058899', '17500511', '1871053', '7423122', '762011', '4057585', '168628', '11950279']"
